,Membres,Missions,Compétences,Certifications,Combined
265,"Nom: Jennifer Jackson, Code: LPS00183236, Coefficient: 105, Profil: Expert, Localisation: Tours, Equipe: MSBI, Manager: Hannah Taylor, ","[""Mission SSIS à 10% d'occupation chez Bouygues du 2026-02-28 au 2026-12-08"", 'Disponible à 90% du 2025-05-15 au 2026-04-18', ""Mission SSIS à 10% d'occupation chez Dalkia du 2024-03-25 au 2024-08-14"", ""Mission SSIS à 10% d'occupation chez Engie du 2024-09-15 au 2025-07-28"", ""Mission SSIS à 90% d'occupation chez Société Générale du 2024-07-06 au 2024-10-29"", 'En congés à 100% du 2024-03-10 au 2024-03-24']","['Compétent en Administration d‘applications à un niveau très bon', 'Compétent en Angular\xa0CLI à un niveau faible', 'Compétent en Boomi à un niveau très bon', 'Compétent en Services sociaux (Fed) à un niveau expert', 'Compétent en Visual Studio Code à un niveau expert']","[""Certifié Automation AnywhereAdvRPA Prof (AAARPA) depuis le 2024-03-19 et jusqu'au 2026-08-08"", ""Certifié Gestionnaire de projets agréé (GPA) depuis le 2020-12-03 et jusqu'au 2023-04-17"", ""Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2021-07-29 et jusqu'au 2024-05-16"", ""Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2023-04-13 et jusqu'au 2025-08-11""]","Nom: Jennifer Jackson, Code: LPS00183236, Coefficient: 105, Profil: Expert, Localisation: Tours, Equipe: MSBI, Manager: Hannah Taylor, [Mission SSIS à 10% d'occupation chez Bouygues du 2026-02-28 au 2026-12-08, 'Disponible à 90% du 2025-05-15 au 2026-04-18', Mission SSIS à 10% d'occupation chez Dalkia du 2024-03-25 au 2024-08-14, Mission SSIS à 10% d'occupation chez Engie du 2024-09-15 au 2025-07-28, Mission SSIS à 90% d'occupation chez Société Générale du 2024-07-06 au 2024-10-29, 'En congés à 100% du 2024-03-10 au 2024-03-24'], ['Compétent en Administration d‘applications à un niveau très bon', 'Compétent en Angular\xa0CLI à un niveau faible', 'Compétent en Boomi à un niveau très bon', 'Compétent en Services sociaux (Fed) à un niveau expert', 'Compétent en Visual Studio Code à un niveau expert'], [Certifié Automation AnywhereAdvRPA Prof (AAARPA) depuis le 2024-03-19 et jusqu'au 2026-08-08, Certifié Gestionnaire de projets agréé (GPA) depuis le 2020-12-03 et jusqu'au 2023-04-17, Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2021-07-29 et jusqu'au 2024-05-16, Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2023-04-13 et jusqu'au 2025-08-11]"
266,"Nom: Jennifer Jackson, Code: 501085, Coefficient: 150, Profil: Confirmé, Localisation: Paris, Equipe: Cloud Azure, Manager: Andrea Hicks, ","[""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Bouygues du 2025-11-21 au 2026-01-21"", ""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez COVEA du 2024-07-07 au 2025-05-31"", ""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Club Med du 2026-07-31 au 2026-11-28"", 'Disponible à 80% du 2025-12-20 au 2026-09-22', ""Mission Power BI, Azure, BO, Qlik à 50% d'occupation chez Enedis du 2024-04-22 au 2024-06-21"", ""Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez LVMH du 2026-11-01 au 2027-08-12"", ""Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez Société Générale du 2025-05-02 au 2025-12-27"", 'En congés à 100% du 2024-06-22 au 2024-07-06']","['Compétent en Active Directory à un niveau très bon', 'Compétent en SC transfo. numérique à un niveau bon', 'Compétent en Transport et logistique à un niveau faible']","[""Certifié Automation AnywhereAdvRPA Prof (AAARPA) depuis le 2024-03-19 et jusqu'au 2026-08-08"", ""Certifié Gestionnaire de projets agréé (GPA) depuis le 2020-12-03 et jusqu'au 2023-04-17"", ""Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2021-07-29 et jusqu'au 2024-05-16"", ""Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2023-04-13 et jusqu'au 2025-08-11""]","Nom: Jennifer Jackson, Code: 501085, Coefficient: 150, Profil: Confirmé, Localisation: Paris, Equipe: Cloud Azure, Manager: Andrea Hicks, [Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Bouygues du 2025-11-21 au 2026-01-21, Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez COVEA du 2024-07-07 au 2025-05-31, Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Club Med du 2026-07-31 au 2026-11-28, 'Disponible à 80% du 2025-12-20 au 2026-09-22', Mission Power BI, Azure, BO, Qlik à 50% d'occupation chez Enedis du 2024-04-22 au 2024-06-21, Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez LVMH du 2026-11-01 au 2027-08-12, Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez Société Générale du 2025-05-02 au 2025-12-27, 'En congés à 100% du 2024-06-22 au 2024-07-06'], ['Compétent en Active Directory à un niveau très bon', 'Compétent en SC transfo. numérique à un niveau bon', 'Compétent en Transport et logistique à un niveau faible'], [Certifié Automation AnywhereAdvRPA Prof (AAARPA) depuis le 2024-03-19 et jusqu'au 2026-08-08, Certifié Gestionnaire de projets agréé (GPA) depuis le 2020-12-03 et jusqu'au 2023-04-17, Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2021-07-29 et jusqu'au 2024-05-16, Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2023-04-13 et jusqu'au 2025-08-11]"
267,"Nom: Jennifer Jackson, Code: LPS00183236, Coefficient: 150, Profil: Confirmé, Localisation: Paris, Equipe: Cloud Azure, Manager: Hannah Taylor, ","[""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Bouygues du 2025-11-21 au 2026-01-21"", ""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez COVEA du 2024-07-07 au 2025-05-31"", ""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Club Med du 2026-07-31 au 2026-11-28"", 'Disponible à 80% du 2025-12-20 au 2026-09-22', ""Mission Power BI, Azure, BO, Qlik à 50% d'occupation chez Enedis du 2024-04-22 au 2024-06-21"", ""Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez LVMH du 2026-11-01 au 2027-08-12"", ""Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez Société Générale du 2025-05-02 au 2025-12-27"", 'En congés à 100% du 2024-06-22 au 2024-07-06']","['Compétent en Administration d‘applications à un niveau très bon', 'Compétent en Angular\xa0CLI à un niveau faible', 'Compétent en Boomi à un niveau très bon', 'Compétent en Services sociaux (Fed) à un niveau expert', 'Compétent en Visual Studio Code à un niveau expert']","[""Certifié Automation AnywhereAdvRPA Prof (AAARPA) depuis le 2024-03-19 et jusqu'au 2026-08-08"", ""Certifié Gestionnaire de projets agréé (GPA) depuis le 2020-12-03 et jusqu'au 2023-04-17"", ""Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2021-07-29 et jusqu'au 2024-05-16"", ""Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2023-04-13 et jusqu'au 2025-08-11""]","Nom: Jennifer Jackson, Code: LPS00183236, Coefficient: 150, Profil: Confirmé, Localisation: Paris, Equipe: Cloud Azure, Manager: Hannah Taylor, [Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Bouygues du 2025-11-21 au 2026-01-21, Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez COVEA du 2024-07-07 au 2025-05-31, Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Club Med du 2026-07-31 au 2026-11-28, 'Disponible à 80% du 2025-12-20 au 2026-09-22', Mission Power BI, Azure, BO, Qlik à 50% d'occupation chez Enedis du 2024-04-22 au 2024-06-21, Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez LVMH du 2026-11-01 au 2027-08-12, Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez Société Générale du 2025-05-02 au 2025-12-27, 'En congés à 100% du 2024-06-22 au 2024-07-06'], ['Compétent en Administration d‘applications à un niveau très bon', 'Compétent en Angular\xa0CLI à un niveau faible', 'Compétent en Boomi à un niveau très bon', 'Compétent en Services sociaux (Fed) à un niveau expert', 'Compétent en Visual Studio Code à un niveau expert'], [Certifié Automation AnywhereAdvRPA Prof (AAARPA) depuis le 2024-03-19 et jusqu'au 2026-08-08, Certifié Gestionnaire de projets agréé (GPA) depuis le 2020-12-03 et jusqu'au 2023-04-17, Certifié Salesforce Cert Integ Architec (SFCINTAR) depuis le 2021-07-29 et jusqu'au 2024-05-16, Certifié TOGAF 9 Foundation (TOGAFFOU) depuis le 2023-04-13 et jusqu'au 2025-08-11]"
268,"Nom: Jennifer Lambert, Code: LPS00066618, Coefficient: 150, Profil: Junior, Localisation: Tours, Equipe: Data Integration, Manager: Michael Li, ","[""Mission Pilotage BT à 10% d'occupation chez Bouygues du 2024-01-29 au 2024-02-23"", ""Mission Pilotage BT à 80% d'occupation chez Club Med du 2024-02-07 au 2024-02-25"", ""Mission Pilotage BT à 20% d'occupation chez Enedis du 2023-12-23 au 2024-01-13"", ""Mission Pilotage BT à 10% d'occupation chez La Poste du 2023-10-31 au 2024-01-09"", ""Mission Pilotage BT à 90% d'occupation chez Orange du 2023-12-25 au 2024-01-12"", 'En congés à 100% du 2024-01-14 au 2024-01-28']","['Compétent en Blue Prism à un niveau bon', 'Compétent en Data story telling à un niveau expert', 'Compétent en Data story telling à un niveau expert', 'Compétent en Google Data Analytics à un niveau faible', 'Compétent en Impala à un niveau très bon', 'Compétent en Validation/essais du service à un niveau expert']","[""Certifié SAS Cert PlatformAdministrator (SASPA) depuis le 2021-05-04 et jusqu'au 2024-04-06""]","Nom: Jennifer Lambert, Code: LPS00066618, Coefficient: 150, Profil: Junior, Localisation: Tours, Equipe: Data Integration, Manager: Michael Li, [Mission Pilotage BT à 10% d'occupation chez Bouygues du 2024-01-29 au 2024-02-23, Mission Pilotage BT à 80% d'occupation chez Club Med du 2024-02-07 au 2024-02-25, Mission Pilotage BT à 20% d'occupation chez Enedis du 2023-12-23 au 2024-01-13, Mission Pilotage BT à 10% d'occupation chez La Poste du 2023-10-31 au 2024-01-09, Mission Pilotage BT à 90% d'occupation chez Orange du 2023-12-25 au 2024-01-12, 'En congés à 100% du 2024-01-14 au 2024-01-28'], ['Compétent en Blue Prism à un niveau bon', 'Compétent en Data story telling à un niveau expert', 'Compétent en Data story telling à un niveau expert', 'Compétent en Google Data Analytics à un niveau faible', 'Compétent en Impala à un niveau très bon', 'Compétent en Validation/essais du service à un niveau expert'], [Certifié SAS Cert PlatformAdministrator (SASPA) depuis le 2021-05-04 et jusqu'au 2024-04-06]"
269,"Nom: Jennifer Lee, Code: 469360, Coefficient: 105, Profil: Confirmé, Localisation: Tours, Equipe: Data Management, Manager: Nicole Miller, ","[""Mission DevOps à 50% d'occupation chez BPCE du 2026-06-04 au 2026-12-13"", ""Mission DevOps à 50% d'occupation chez COVEA du 2025-08-27 au 2026-08-20"", ""Mission DevOps à 50% d'occupation chez Engie du 2024-12-05 au 2025-03-07"", ""Mission DevOps à 50% d'occupation chez LVMH du 2024-07-18 au 2024-12-28"", ""Mission DevOps à 50% d'occupation chez Orange du 2026-11-01 au 2026-11-26"", ""Mission DevOps à 50% d'occupation chez Société Générale du 2025-02-19 au 2025-09-25""]","['Compétent en Banques d‘investissement à un niveau très bon', 'Compétent en Banques d‘investissement à un niveau très bon', 'Compétent en Développement des affaires à un niveau faible', 'Compétent en Gestion de campagnes à un niveau faible', 'Compétent en Gestion de campagnes à un niveau faible', 'Compétent en Oracle BDD à un niveau expert', 'Compétent en Python à un niveau faible']","[""Certifié Google Analytics Crtification (UX-GOANA) depuis le 2021-08-31 et jusqu'au 2023-09-09""]","Nom: Jennifer Lee, Code: 469360, Coefficient: 105, Profil: Confirmé, Localisation: Tours, Equipe: Data Management, Manager: Nicole Miller, [Mission DevOps à 50% d'occupation chez BPCE du 2026-06-04 au 2026-12-13, Mission DevOps à 50% d'occupation chez COVEA du 2025-08-27 au 2026-08-20, Mission DevOps à 50% d'occupation chez Engie du 2024-12-05 au 2025-03-07, Mission DevOps à 50% d'occupation chez LVMH du 2024-07-18 au 2024-12-28, Mission DevOps à 50% d'occupation chez Orange du 2026-11-01 au 2026-11-26, Mission DevOps à 50% d'occupation chez Société Générale du 2025-02-19 au 2025-09-25], ['Compétent en Banques d‘investissement à un niveau très bon', 'Compétent en Banques d‘investissement à un niveau très bon', 'Compétent en Développement des affaires à un niveau faible', 'Compétent en Gestion de campagnes à un niveau faible', 'Compétent en Gestion de campagnes à un niveau faible', 'Compétent en Oracle BDD à un niveau expert', 'Compétent en Python à un niveau faible'], [Certifié Google Analytics Crtification (UX-GOANA) depuis le 2021-08-31 et jusqu'au 2023-09-09]"
270,"Nom: Jennifer Love, Code: 456676, Coefficient: 115, Profil: Expert, Localisation: Paris, Equipe: DataViz, Manager: Vincent Weiss, ","[""Mission Pilotage BT à 80% d'occupation chez BPCE du 2024-01-23 au 2024-10-14"", ""Mission Pilotage BT à 80% d'occupation chez Bouygues du 2024-06-14 au 2025-06-12"", ""Mission Pilotage BT à 80% d'occupation chez COVEA du 2024-02-18 au 2024-04-14"", ""Mission Pilotage BT à 20% d'occupation chez Club Med du 2024-01-23 au 2024-02-22"", ""Mission Pilotage BT à 20% d'occupation chez LVMH du 2024-07-28 au 2024-09-04"", ""Mission Pilotage BT à 20% d'occupation chez La Poste du 2025-04-28 au 2025-07-07""]","['Compétent en Gitlab à un niveau bon', 'Compétent en Gitlab à un niveau bon', 'Compétent en Gitlab à un niveau bon', 'Compétent en Suite Atlassian à un niveau bon', 'Compétent en Syst. gestion base de données à un niveau bon', 'Compétent en Syst. gestion base de données à un niveau bon', 'Compétent en Test boîte blanche à un niveau bon']","[""Certifié Agile Project Management (AGILEPM) depuis le 2023-01-19 et jusqu'au 2024-11-02"", ""Certifié Salesforce Cert PlatformDev I (SFPLDEII) depuis le 2022-03-24 et jusqu'au 2024-11-05"", ""Certifié ServiceNow MC IntegrationHub (SNMCIH) depuis le 2024-02-18 et jusqu'au 2025-04-29""]","Nom: Jennifer Love, Code: 456676, Coefficient: 115, Profil: Expert, Localisation: Paris, Equipe: DataViz, Manager: Vincent Weiss, [Mission Pilotage BT à 80% d'occupation chez BPCE du 2024-01-23 au 2024-10-14, Mission Pilotage BT à 80% d'occupation chez Bouygues du 2024-06-14 au 2025-06-12, Mission Pilotage BT à 80% d'occupation chez COVEA du 2024-02-18 au 2024-04-14, Mission Pilotage BT à 20% d'occupation chez Club Med du 2024-01-23 au 2024-02-22, Mission Pilotage BT à 20% d'occupation chez LVMH du 2024-07-28 au 2024-09-04, Mission Pilotage BT à 20% d'occupation chez La Poste du 2025-04-28 au 2025-07-07], ['Compétent en Gitlab à un niveau bon', 'Compétent en Gitlab à un niveau bon', 'Compétent en Gitlab à un niveau bon', 'Compétent en Suite Atlassian à un niveau bon', 'Compétent en Syst. gestion base de données à un niveau bon', 'Compétent en Syst. gestion base de données à un niveau bon', 'Compétent en Test boîte blanche à un niveau bon'], [Certifié Agile Project Management (AGILEPM) depuis le 2023-01-19 et jusqu'au 2024-11-02, Certifié Salesforce Cert PlatformDev I (SFPLDEII) depuis le 2022-03-24 et jusqu'au 2024-11-05, Certifié ServiceNow MC IntegrationHub (SNMCIH) depuis le 2024-02-18 et jusqu'au 2025-04-29]"
271,"Nom: Jennifer Malone, Code: 505497, Coefficient: 115, Profil: Junior, Localisation: Tours, Equipe: ODI, Manager: William Arnold, ","[""Mission SSIS à 50% d'occupation chez COVEA du 2024-06-10 au 2024-08-29"", ""Mission SSIS à 50% d'occupation chez Enedis du 2025-06-04 au 2025-12-30"", ""Mission SSIS à 50% d'occupation chez LVMH du 2024-07-24 au 2025-07-09"", ""Mission SSIS à 50% d'occupation chez La Poste du 2024-02-09 au 2024-07-03""]","['Compétent en Finances à un niveau très bon', 'Compétent en Gestion des communications à un niveau faible', 'Compétent en Gestion des coûts à un niveau bon', 'Compétent en MS SSRS à un niveau bon', 'Compétent en MS Windows à un niveau très bon', 'Compétent en MS Windows à un niveau très bon']","[""Certifié ISTQB Exp Test Management Cert (ISTQBTMG) depuis le 2021-07-04 et jusqu'au 2024-03-10"", ""Certifié ISTQB Exp Test Management Cert (ISTQBTMG) depuis le 2024-05-31 et jusqu'au 2025-09-29""]","Nom: Jennifer Malone, Code: 505497, Coefficient: 115, Profil: Junior, Localisation: Tours, Equipe: ODI, Manager: William Arnold, [Mission SSIS à 50% d'occupation chez COVEA du 2024-06-10 au 2024-08-29, Mission SSIS à 50% d'occupation chez Enedis du 2025-06-04 au 2025-12-30, Mission SSIS à 50% d'occupation chez LVMH du 2024-07-24 au 2025-07-09, Mission SSIS à 50% d'occupation chez La Poste du 2024-02-09 au 2024-07-03], ['Compétent en Finances à un niveau très bon', 'Compétent en Gestion des communications à un niveau faible', 'Compétent en Gestion des coûts à un niveau bon', 'Compétent en MS SSRS à un niveau bon', 'Compétent en MS Windows à un niveau très bon', 'Compétent en MS Windows à un niveau très bon'], [Certifié ISTQB Exp Test Management Cert (ISTQBTMG) depuis le 2021-07-04 et jusqu'au 2024-03-10, Certifié ISTQB Exp Test Management Cert (ISTQBTMG) depuis le 2024-05-31 et jusqu'au 2025-09-29]"
272,"Nom: Jennifer Mccann, Code: 418563, Coefficient: 150, Profil: Expert, Localisation: Tours, Equipe: MSBI, Manager: Eddie Wiggins, ","[""Mission MsBI/BO à 50% d'occupation chez Bouygues du 2025-01-05 au 2025-09-03"", ""Mission MsBI/BO à 50% d'occupation chez Enedis du 2024-08-05 au 2025-02-15"", ""Mission MsBI/BO à 50% d'occupation chez Fraikin du 2025-10-13 au 2026-06-08"", ""Mission MsBI/BO à 50% d'occupation chez Orange du 2025-07-09 au 2025-12-12"", 'En congés à 100% du 2024-07-21 au 2024-08-04']","['Compétent en Boomi à un niveau expert', 'Compétent en DataStage à un niveau faible', 'Compétent en DataStage à un niveau faible', 'Compétent en DataStage à un niveau faible', 'Compétent en Exigences expérience utilis. à un niveau faible', 'Compétent en Gestion de programmes à un niveau bon', 'Compétent en Notepad++ à un niveau bon']","[""Certifié ServiceNow MC PredictiveIntell (SNMCPI) depuis le 2023-02-20 et jusqu'au 2024-03-03""]","Nom: Jennifer Mccann, Code: 418563, Coefficient: 150, Profil: Expert, Localisation: Tours, Equipe: MSBI, Manager: Eddie Wiggins, [Mission MsBI/BO à 50% d'occupation chez Bouygues du 2025-01-05 au 2025-09-03, Mission MsBI/BO à 50% d'occupation chez Enedis du 2024-08-05 au 2025-02-15, Mission MsBI/BO à 50% d'occupation chez Fraikin du 2025-10-13 au 2026-06-08, Mission MsBI/BO à 50% d'occupation chez Orange du 2025-07-09 au 2025-12-12, 'En congés à 100% du 2024-07-21 au 2024-08-04'], ['Compétent en Boomi à un niveau expert', 'Compétent en DataStage à un niveau faible', 'Compétent en DataStage à un niveau faible', 'Compétent en DataStage à un niveau faible', 'Compétent en Exigences expérience utilis. à un niveau faible', 'Compétent en Gestion de programmes à un niveau bon', 'Compétent en Notepad++ à un niveau bon'], [Certifié ServiceNow MC PredictiveIntell (SNMCPI) depuis le 2023-02-20 et jusqu'au 2024-03-03]"
273,"Nom: Jennifer Rich, Code: 487045, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: DataViz, Manager: Nicole Miller, ","[""Mission Azure à 40% d'occupation chez BPCE du 2023-11-28 au 2023-12-27"", ""Mission Azure à 60% d'occupation chez Engie du 2023-10-26 au 2024-07-27"", 'En congés à 100% du 2023-11-13 au 2023-11-27']","['En congés à 100% du 2023-11-13 au 2023-11-27', 'Compétent en Gestion des événements à un niveau faible', 'Compétent en Informatica à un niveau très bon', 'Compétent en Informatica à un niveau très bon', 'Compétent en Normes ISO à un niveau faible', 'Compétent en Normes ISO à un niveau faible']","[""Certifié Microsoft D365 SalesFuncConAss (D365SFCA) depuis le 2021-03-20 et jusqu'au 2022-06-09""]","Nom: Jennifer Rich, Code: 487045, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: DataViz, Manager: Nicole Miller, [Mission Azure à 40% d'occupation chez BPCE du 2023-11-28 au 2023-12-27, Mission Azure à 60% d'occupation chez Engie du 2023-10-26 au 2024-07-27, 'En congés à 100% du 2023-11-13 au 2023-11-27'], ['En congés à 100% du 2023-11-13 au 2023-11-27', 'Compétent en Gestion des événements à un niveau faible', 'Compétent en Informatica à un niveau très bon', 'Compétent en Informatica à un niveau très bon', 'Compétent en Normes ISO à un niveau faible', 'Compétent en Normes ISO à un niveau faible'], [Certifié Microsoft D365 SalesFuncConAss (D365SFCA) depuis le 2021-03-20 et jusqu'au 2022-06-09]"
274,"Nom: Jennifer Romero, Code: 495748, Coefficient: 105, Profil: Confirmé, Localisation: Paris, Equipe: ODI, Manager: Hannah Taylor, ","[""Mission Datastage à 20% d'occupation chez Bouygues du 2024-09-25 au 2024-12-15"", ""Mission Datastage à 20% d'occupation chez COVEA du 2025-08-20 au 2026-07-14"", ""Mission Datastage à 20% d'occupation chez Enedis du 2023-09-07 au 2024-02-13"", ""Mission Datastage à 80% d'occupation chez Engie du 2024-11-05 au 2025-09-13"", ""Mission Datastage à 80% d'occupation chez Fraikin du 2024-01-17 au 2024-08-16"", ""Mission Datastage à 80% d'occupation chez La Poste du 2024-11-14 au 2024-12-13"", ""Mission Datastage à 20% d'occupation chez Orange du 2024-05-25 au 2024-12-31""]","['Compétent en Conception d‘interactions à un niveau très bon', 'Compétent en Dart à un niveau très bon', 'Compétent en Gestion du changement à un niveau faible', 'Compétent en Ingénierie des exigences à un niveau faible', 'Compétent en MS SSRS à un niveau très bon', 'Compétent en QlikView à un niveau expert']","[""Certifié Cisco CCIE Enterprise Infrast. (CICCIEEI) depuis le 2022-03-27 et jusqu'au 2023-09-23"", ""Certifié Salesforce Mulesoft CertDev L1 (MUCD) depuis le 2024-01-01 et jusqu'au 2025-06-01"", ""Certifié Salesforce Data Arch & MgtDes (SFDAMGDE) depuis le 2023-03-06 et jusqu'au 2026-02-27""]","Nom: Jennifer Romero, Code: 495748, Coefficient: 105, Profil: Confirmé, Localisation: Paris, Equipe: ODI, Manager: Hannah Taylor, [Mission Datastage à 20% d'occupation chez Bouygues du 2024-09-25 au 2024-12-15, Mission Datastage à 20% d'occupation chez COVEA du 2025-08-20 au 2026-07-14, Mission Datastage à 20% d'occupation chez Enedis du 2023-09-07 au 2024-02-13, Mission Datastage à 80% d'occupation chez Engie du 2024-11-05 au 2025-09-13, Mission Datastage à 80% d'occupation chez Fraikin du 2024-01-17 au 2024-08-16, Mission Datastage à 80% d'occupation chez La Poste du 2024-11-14 au 2024-12-13, Mission Datastage à 20% d'occupation chez Orange du 2024-05-25 au 2024-12-31], ['Compétent en Conception d‘interactions à un niveau très bon', 'Compétent en Dart à un niveau très bon', 'Compétent en Gestion du changement à un niveau faible', 'Compétent en Ingénierie des exigences à un niveau faible', 'Compétent en MS SSRS à un niveau très bon', 'Compétent en QlikView à un niveau expert'], [Certifié Cisco CCIE Enterprise Infrast. (CICCIEEI) depuis le 2022-03-27 et jusqu'au 2023-09-23, Certifié Salesforce Mulesoft CertDev L1 (MUCD) depuis le 2024-01-01 et jusqu'au 2025-06-01, Certifié Salesforce Data Arch & MgtDes (SFDAMGDE) depuis le 2023-03-06 et jusqu'au 2026-02-27]"
275,"Nom: Jennifer Taylor, Code: 507140, Coefficient: 170, Profil: Confirmé, Localisation: Mtp, Equipe: Data Management, Manager: Hannah Taylor, ","[""Mission Azure à 70% d'occupation chez BPCE du 2024-04-16 au 2025-01-10"", ""Mission Azure à 30% d'occupation chez La Poste du 2024-11-10 au 2025-07-07"", 'En congés à 100% du 2024-04-01 au 2024-04-15']","['Compétent en Acquisition de talents à un niveau très bon', 'Compétent en Actuate e.Reports à un niveau très bon', 'Compétent en Actuate e.Reports à un niveau très bon', 'Compétent en Keycloak à un niveau très bon', 'Compétent en Modélisation des données à un niveau expert', 'Compétent en Modélisation des données à un niveau expert', 'Compétent en Modélisation des données à un niveau expert']","[""Certifié ISTQB Fnd AgileTest Cert (ISTQBFAT) depuis le 2021-06-12 et jusqu'au 2023-01-07"", ""Certifié Microsoft Cert Architect (MCA) depuis le 2024-04-28 et jusqu'au 2026-06-23"", ""Certifié Accessibilité web  / UdM (UX-WACC) depuis le 2020-09-28 et jusqu'au 2022-03-15""]","Nom: Jennifer Taylor, Code: 507140, Coefficient: 170, Profil: Confirmé, Localisation: Mtp, Equipe: Data Management, Manager: Hannah Taylor, [Mission Azure à 70% d'occupation chez BPCE du 2024-04-16 au 2025-01-10, Mission Azure à 30% d'occupation chez La Poste du 2024-11-10 au 2025-07-07, 'En congés à 100% du 2024-04-01 au 2024-04-15'], ['Compétent en Acquisition de talents à un niveau très bon', 'Compétent en Actuate e.Reports à un niveau très bon', 'Compétent en Actuate e.Reports à un niveau très bon', 'Compétent en Keycloak à un niveau très bon', 'Compétent en Modélisation des données à un niveau expert', 'Compétent en Modélisation des données à un niveau expert', 'Compétent en Modélisation des données à un niveau expert'], [Certifié ISTQB Fnd AgileTest Cert (ISTQBFAT) depuis le 2021-06-12 et jusqu'au 2023-01-07, Certifié Microsoft Cert Architect (MCA) depuis le 2024-04-28 et jusqu'au 2026-06-23, Certifié Accessibilité web  / UdM (UX-WACC) depuis le 2020-09-28 et jusqu'au 2022-03-15]"
276,"Nom: Jennifer Yang, Code: LPS00185118, Coefficient: 150, Profil: Junior, Localisation: Tours, Equipe: Cloud Azure, Manager: Janice Ayers, ","[""Mission SAS à 20% d'occupation chez Dalkia du 2023-12-08 au 2024-07-12"", ""Mission SAS à 80% d'occupation chez Engie du 2024-05-12 au 2024-07-15"", ""Mission SAS à 20% d'occupation chez Société Générale du 2024-06-08 au 2025-03-26""]","[""Mission SAS à 20% d'occupation chez Société Générale du 2024-06-08 au 2025-03-26"", ""Mission SAS à 20% d'occupation chez Société Générale du 2024-06-08 au 2025-03-26"", 'Compétent en SC transfo. numérique à un niveau faible', 'Compétent en SC transfo. numérique à un niveau faible', 'Compétent en Écoconception à un niveau expert']","[""Certifié Agility Enterprise  Prof (ICP-ENT) depuis le 2020-07-03 et jusqu'au 2021-08-15"", ""Certifié SalesforceMuleSoftDevL1M4DELTA (MSCDL1M4) depuis le 2020-08-18 et jusqu'au 2021-09-21"", ""Certifié ServiceNow MC Automtd Test Frm (SNMCATF) depuis le 2021-06-18 et jusqu'au 2023-11-20""]","Nom: Jennifer Yang, Code: LPS00185118, Coefficient: 150, Profil: Junior, Localisation: Tours, Equipe: Cloud Azure, Manager: Janice Ayers, [Mission SAS à 20% d'occupation chez Dalkia du 2023-12-08 au 2024-07-12, Mission SAS à 80% d'occupation chez Engie du 2024-05-12 au 2024-07-15, Mission SAS à 20% d'occupation chez Société Générale du 2024-06-08 au 2025-03-26], [Mission SAS à 20% d'occupation chez Société Générale du 2024-06-08 au 2025-03-26, Mission SAS à 20% d'occupation chez Société Générale du 2024-06-08 au 2025-03-26, 'Compétent en SC transfo. numérique à un niveau faible', 'Compétent en SC transfo. numérique à un niveau faible', 'Compétent en Écoconception à un niveau expert'], [Certifié Agility Enterprise  Prof (ICP-ENT) depuis le 2020-07-03 et jusqu'au 2021-08-15, Certifié SalesforceMuleSoftDevL1M4DELTA (MSCDL1M4) depuis le 2020-08-18 et jusqu'au 2021-09-21, Certifié ServiceNow MC Automtd Test Frm (SNMCATF) depuis le 2021-06-18 et jusqu'au 2023-11-20]"
