Code,Nom,Stat. Pers.,Type,HR Business Unit,Dept Descr,Executive BU,CGI Groupe d'affaire,CGI BU,Statut employé,Emploi,Location (CGI Office),Classe,Étape,Type pmt GL,Perm./temp.,Catégorie empl.,Proj Role,Home Country,Home City,Home State/Prov,CGI Tenure,Professional Experience Date,Location Type,Lieu Travail,Code FCP,Pool Descr,Competency,Description,Capacité,Proficiency Description,Année obtention,Dernière année util.,Années expérience,Supervisor Name,Interest Level of Competencies
501003,Ashley Long,N,,EUA41,SHA DTR DIGITAL TRANSFORMATION,FR,BUGFRANCE,FRICE,A,508,FRAMON001,CSD,92,DIR,T,Apprenti,Ingénieur processus d'affaires,FRA,FABREGUES,10.0,2014-01-02,2000-05-02,Autre,FRALIL0001,1,Liste ressources non affectées,202736,BMC Control-M,1,2-Bon,0,2020,3,Mrs. Rebecca Sullivan,1
501003,Ashley Long,N,,EUA41,SHA DTR DIGITAL TRANSFORMATION,FR,BUGFRANCE,FRICE,A,508,FRAMON001,CSD,92,DIR,T,Apprenti,Ingénieur processus d'affaires,FRA,FABREGUES,10.0,2014-01-02,2000-05-02,Autre,FRALIL0001,1,Liste ressources non affectées,201106,Microsoft Exchange,1,4-Expert,0,2023,0,Mrs. Rebecca Sullivan,1
501003,Ashley Long,N,,EUA41,SHA DTR DIGITAL TRANSFORMATION,FR,BUGFRANCE,FRICE,A,508,FRAMON001,CSD,92,DIR,T,Apprenti,Ingénieur processus d'affaires,FRA,FABREGUES,10.0,2014-01-02,2000-05-02,Autre,FRALIL0001,1,Liste ressources non affectées,200819,Résolution de problèmes,2,0-Aucun,0,0,5,Mrs. Rebecca Sullivan,1
501003,Ashley Long,N,,EUA41,SHA DTR DIGITAL TRANSFORMATION,FR,BUGFRANCE,FRICE,A,508,FRAMON001,CSD,92,DIR,T,Apprenti,Ingénieur processus d'affaires,FRA,FABREGUES,10.0,2014-01-02,2000-05-02,Autre,FRALIL0001,1,Liste ressources non affectées,200984,Multicanaux,4,0-Aucun,0,2020,0,Mrs. Rebecca Sullivan,1
501003,Ashley Long,N,,EUA41,SHA DTR DIGITAL TRANSFORMATION,FR,BUGFRANCE,FRICE,A,508,FRAMON001,CSD,92,DIR,T,Apprenti,Ingénieur processus d'affaires,FRA,FABREGUES,10.0,2014-01-02,2000-05-02,Autre,FRALIL0001,1,Liste ressources non affectées,200325,Adapt Learning,2,1-Faible,0,2023,2,Mrs. Rebecca Sullivan,1
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,201112,Management « Lean »,2,3-Très bon,0,2023,0,Michael Jackson,3
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,200286,Informatica,4,3-Très bon,0,0,1,Michael Jackson,3
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,202129,Sécurité TI,3,3-Très bon,0,2023,1,Michael Jackson,3
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,201584,Management « Lean »,2,4-Expert,0,2023,1,Michael Jackson,3
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,200161,Google Cloud Storage,0,1-Faible,0,2023,2,Michael Jackson,3
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,202373,Leadership de Transformation,0,1-Faible,0,2020,0,Michael Jackson,3
233475,Sara Burke,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 60,FR,BUGFRANCE,FRICE,A,502,FRAREN002,SAN,5,MGM,T,,Dirigeant d'unité d'affaires,,Valergues,44.0,1997-09-04,2000-12-04,Bureau CGI,FRALIL0001,37,FR G OUEST Nantes,202422,WebMethods,2,0-Aucun,0,2020,3,Michael Jackson,3
229772,Walter Hardin,N,I,EUA41,SHA D4B SMART DATA,FR,BUGFRANCE,FRICE,A,411,FRATRS002,FTE,2,DIR,R,,Concepteur HCD,,Balma,68.0,2019-11-25,2017-09-05,BurCGIdépl,FRASDE0001,374,FR G EST Clermont Ferrand,201534,SAP Webdynpros,2,0-Aucun,0,2020,2,Michael Prince,0
229772,Walter Hardin,N,I,EUA41,SHA D4B SMART DATA,FR,BUGFRANCE,FRICE,A,411,FRATRS002,FTE,2,DIR,R,,Concepteur HCD,,Balma,68.0,2019-11-25,2017-09-05,BurCGIdépl,FRASDE0001,374,FR G EST Clermont Ferrand,200811,Process Intelligence,4,4-Expert,0,2023,2,Michael Prince,0
229772,Walter Hardin,N,I,EUA41,SHA D4B SMART DATA,FR,BUGFRANCE,FRICE,A,411,FRATRS002,FTE,2,DIR,R,,Concepteur HCD,,Balma,68.0,2019-11-25,2017-09-05,BurCGIdépl,FRASDE0001,374,FR G EST Clermont Ferrand,201272,COBOL,3,1-Faible,0,2020,5,Michael Prince,0
229772,Walter Hardin,N,I,EUA41,SHA D4B SMART DATA,FR,BUGFRANCE,FRICE,A,411,FRATRS002,FTE,2,DIR,R,,Concepteur HCD,,Balma,68.0,2019-11-25,2017-09-05,BurCGIdépl,FRASDE0001,374,FR G EST Clermont Ferrand,202740,Conception services agiles,3,0-Aucun,0,0,3,Michael Prince,0
229772,Walter Hardin,N,I,EUA41,SHA D4B SMART DATA,FR,BUGFRANCE,FRICE,A,411,FRATRS002,FTE,2,DIR,R,,Concepteur HCD,,Balma,68.0,2019-11-25,2017-09-05,BurCGIdépl,FRASDE0001,374,FR G EST Clermont Ferrand,200022,Arcserve,2,1-Faible,0,2020,1,Michael Prince,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,200584,Économie circulaire,2,1-Faible,0,2020,2,Derek Howard,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,201876,MS PowerApps,2,0-Aucun,0,2020,2,Derek Howard,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,202405,Migration d‘applications,0,4-Expert,0,0,1,Derek Howard,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,200747,Serveur ArcGIS,4,0-Aucun,0,2023,0,Derek Howard,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,200914,Oracle ERP,2,4-Expert,0,0,0,Derek Howard,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,200541,Méthodologie « Lean »,0,0-Aucun,0,2023,5,Derek Howard,0
412652,Randall Black,E,I,EUA41,SHA DTR DIGITALFUNDATION-TRV,FR,BUGFRANCE,FRICE,L,504,FRATRS002,FTE,3,MGM,R,,"DC, Prestation de services",FRA,Clamart,82.0,2000-12-04,2000-04-03,Autre,FRAPAR0001,23,FR FS Alcyane,200933,Gestion prestation de services,0,3-Très bon,0,0,0,Derek Howard,0
497991,Lindsey Sosa,E,,EUA41,SHA D4B BEYOND DATA_BT11,FR,BUGFRANCE,FRICE,P,508,FRAREN001,CSD,11,MGM,R,Apprenti,Architecte de données,FRA,Chierry,11.0,2017-03-01,2000-09-25,Autre,FRASDE0001,355,FR G OUEST Nantes,200110,Défense,4,4-Expert,0,0,5,Kyle Perez,3
497991,Lindsey Sosa,E,,EUA41,SHA D4B BEYOND DATA_BT11,FR,BUGFRANCE,FRICE,P,508,FRAREN001,CSD,11,MGM,R,Apprenti,Architecte de données,FRA,Chierry,11.0,2017-03-01,2000-09-25,Autre,FRASDE0001,355,FR G OUEST Nantes,200549,ADA,0,2-Bon,0,2023,5,Kyle Perez,3
497991,Lindsey Sosa,E,,EUA41,SHA D4B BEYOND DATA_BT11,FR,BUGFRANCE,FRICE,P,508,FRAREN001,CSD,11,MGM,R,Apprenti,Architecte de données,FRA,Chierry,11.0,2017-03-01,2000-09-25,Autre,FRASDE0001,355,FR G OUEST Nantes,202006,Saisie de données,4,1-Faible,0,2023,1,Kyle Perez,3
497991,Lindsey Sosa,E,,EUA41,SHA D4B BEYOND DATA_BT11,FR,BUGFRANCE,FRICE,P,508,FRAREN001,CSD,11,MGM,R,Apprenti,Architecte de données,FRA,Chierry,11.0,2017-03-01,2000-09-25,Autre,FRASDE0001,355,FR G OUEST Nantes,202319,Gouvernance,3,4-Expert,0,2020,1,Kyle Perez,3
497991,Lindsey Sosa,E,,EUA41,SHA D4B BEYOND DATA_BT11,FR,BUGFRANCE,FRICE,P,508,FRAREN001,CSD,11,MGM,R,Apprenti,Architecte de données,FRA,Chierry,11.0,2017-03-01,2000-09-25,Autre,FRASDE0001,355,FR G OUEST Nantes,201865,XML,3,3-Très bon,0,0,5,Kyle Perez,3
497991,Lindsey Sosa,E,,EUA41,SHA D4B BEYOND DATA_BT11,FR,BUGFRANCE,FRICE,P,508,FRAREN001,CSD,11,MGM,R,Apprenti,Architecte de données,FRA,Chierry,11.0,2017-03-01,2000-09-25,Autre,FRASDE0001,355,FR G OUEST Nantes,200488,Adobe InDesign,2,1-Faible,0,2020,1,Kyle Perez,3
504703,Crystal Hansen,E,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT50,FR,BUGFRANCE,FRICE,L,2,FRACML001,SAN,2,DIR,T,Apprenti,"Architecte systèmes, Technique",,GENNEVILLIERS,29.0,2001-08-06,2017-01-03,BurCGIdépl,FRALIL0001,382,FR FGDC Montpellier - BI,200026,C#,4,4-Expert,0,0,0,Lance Cameron,3
504703,Crystal Hansen,E,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT50,FR,BUGFRANCE,FRICE,L,2,FRACML001,SAN,2,DIR,T,Apprenti,"Architecte systèmes, Technique",,GENNEVILLIERS,29.0,2001-08-06,2017-01-03,BurCGIdépl,FRALIL0001,382,FR FGDC Montpellier - BI,200806,Splunk,1,2-Bon,0,2020,0,Lance Cameron,3
504703,Crystal Hansen,E,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT50,FR,BUGFRANCE,FRICE,L,2,FRACML001,SAN,2,DIR,T,Apprenti,"Architecte systèmes, Technique",,GENNEVILLIERS,29.0,2001-08-06,2017-01-03,BurCGIdépl,FRALIL0001,382,FR FGDC Montpellier - BI,202447,Angular,4,2-Bon,0,2023,5,Lance Cameron,3
504703,Crystal Hansen,E,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT50,FR,BUGFRANCE,FRICE,L,2,FRACML001,SAN,2,DIR,T,Apprenti,"Architecte systèmes, Technique",,GENNEVILLIERS,29.0,2001-08-06,2017-01-03,BurCGIdépl,FRALIL0001,382,FR FGDC Montpellier - BI,202368,VBScript,1,1-Faible,0,2023,3,Lance Cameron,3
504703,Crystal Hansen,E,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT50,FR,BUGFRANCE,FRICE,L,2,FRACML001,SAN,2,DIR,T,Apprenti,"Architecte systèmes, Technique",,GENNEVILLIERS,29.0,2001-08-06,2017-01-03,BurCGIdépl,FRALIL0001,382,FR FGDC Montpellier - BI,201538,Bonne pratique d'ingénierie,3,0-Aucun,0,2020,2,Lance Cameron,3
504703,Crystal Hansen,E,I,EUA41,SHA DTR DIGIT MKT AGENCY-BT50,FR,BUGFRANCE,FRICE,L,2,FRACML001,SAN,2,DIR,T,Apprenti,"Architecte systèmes, Technique",,GENNEVILLIERS,29.0,2001-08-06,2017-01-03,BurCGIdépl,FRALIL0001,382,FR FGDC Montpellier - BI,200570,Gestion qualité entreprise,4,1-Faible,0,2023,3,Lance Cameron,3
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,200559,Gestion de projets,3,4-Expert,0,2020,5,Lance Cameron,1
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,200393,Opérations (renseignements),4,3-Très bon,0,2020,5,Lance Cameron,1
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,200579,Modél. processus d‘affaires,1,3-Très bon,0,2020,5,Lance Cameron,1
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,202736,Salesforce Solution Design,1,1-Faible,0,2020,2,Lance Cameron,1
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,202549,Op. données massives/analyse,2,2-Bon,0,2023,2,Lance Cameron,1
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,201331,Développement applications Web,1,0-Aucun,0,2023,3,Lance Cameron,1
499171,John Rodriguez,N,I,EUA41,SHA D4B TRV,FR,BUGFRANCE,FRICE,A,1,FRAREN002,SFA,4,ADM,R,Subcontrac,Architecte logiciel,,Castanet-Tolosan,49.0,2014-09-29,2010-10-04,BurCGIdépl,FRACAS0001,367,FR SBU Management,201815,SAP Business Suite,4,3-Très bon,0,2023,2,Lance Cameron,1
495072,Dr. Anna Pearson DDS,N,,EUA41,SHA D4B BEYOND DATA_BT10,FR,BUGFRANCE,FRICE,A,508,FRATRS002,GMF,5,DIR,T,Apprenti,"Administrateur, Systèmes",,Castelnau-le-Lez,10.0,2014-02-03,2008-05-05,,FRACES0001,23,FR Finance,200959,SC en processus d‘affaires,4,4-Expert,0,2020,1,Richard Miller,1
495072,Dr. Anna Pearson DDS,N,,EUA41,SHA D4B BEYOND DATA_BT10,FR,BUGFRANCE,FRICE,A,508,FRATRS002,GMF,5,DIR,T,Apprenti,"Administrateur, Systèmes",,Castelnau-le-Lez,10.0,2014-02-03,2008-05-05,,FRACES0001,23,FR Finance,202227,Développement Web,0,3-Très bon,0,2020,5,Richard Miller,1
495072,Dr. Anna Pearson DDS,N,,EUA41,SHA D4B BEYOND DATA_BT10,FR,BUGFRANCE,FRICE,A,508,FRATRS002,GMF,5,DIR,T,Apprenti,"Administrateur, Systèmes",,Castelnau-le-Lez,10.0,2014-02-03,2008-05-05,,FRACES0001,23,FR Finance,202118,Management Lean,0,0-Aucun,0,2023,2,Richard Miller,1
495072,Dr. Anna Pearson DDS,N,,EUA41,SHA D4B BEYOND DATA_BT10,FR,BUGFRANCE,FRICE,A,508,FRATRS002,GMF,5,DIR,T,Apprenti,"Administrateur, Systèmes",,Castelnau-le-Lez,10.0,2014-02-03,2008-05-05,,FRACES0001,23,FR Finance,200550,Recherche quantitative utilis.,4,2-Bon,0,0,5,Richard Miller,1
495072,Dr. Anna Pearson DDS,N,,EUA41,SHA D4B BEYOND DATA_BT10,FR,BUGFRANCE,FRICE,A,508,FRATRS002,GMF,5,DIR,T,Apprenti,"Administrateur, Systèmes",,Castelnau-le-Lez,10.0,2014-02-03,2008-05-05,,FRACES0001,23,FR Finance,201923,Simulation de crise,4,4-Expert,0,0,0,Richard Miller,1
499660,Monica Hardy,N,,EUA41,SHA DCT DCUSTOMER SC-BT 51,FR,BUGFRANCE,FRICE,A,508,FRATRS002,CSD,7,DIR,T,,Architecte d'infrastructure,,Pins-Justaret,94.0,2018-05-14,2007-12-17,Autre,FRALIL0001,337,FR SBU Management,200959,Selenium,1,3-Très bon,0,2023,1,George Rodriguez,1
499660,Monica Hardy,N,,EUA41,SHA DCT DCUSTOMER SC-BT 51,FR,BUGFRANCE,FRICE,A,508,FRATRS002,CSD,7,DIR,T,,Architecte d'infrastructure,,Pins-Justaret,94.0,2018-05-14,2007-12-17,Autre,FRALIL0001,337,FR SBU Management,202373,Épargne et investissements,1,2-Bon,0,0,3,George Rodriguez,1
499660,Monica Hardy,N,,EUA41,SHA DCT DCUSTOMER SC-BT 51,FR,BUGFRANCE,FRICE,A,508,FRATRS002,CSD,7,DIR,T,,Architecte d'infrastructure,,Pins-Justaret,94.0,2018-05-14,2007-12-17,Autre,FRALIL0001,337,FR SBU Management,200507,SAS Enterprise Guide,1,4-Expert,0,2023,3,George Rodriguez,1
499660,Monica Hardy,N,,EUA41,SHA DCT DCUSTOMER SC-BT 51,FR,BUGFRANCE,FRICE,A,508,FRATRS002,CSD,7,DIR,T,,Architecte d'infrastructure,,Pins-Justaret,94.0,2018-05-14,2007-12-17,Autre,FRALIL0001,337,FR SBU Management,201924,Conception base de données,1,2-Bon,0,0,2,George Rodriguez,1
499660,Monica Hardy,N,,EUA41,SHA DCT DCUSTOMER SC-BT 51,FR,BUGFRANCE,FRICE,A,508,FRATRS002,CSD,7,DIR,T,,Architecte d'infrastructure,,Pins-Justaret,94.0,2018-05-14,2007-12-17,Autre,FRALIL0001,337,FR SBU Management,201677,QGIS mapping software,1,0-Aucun,0,2023,5,George Rodriguez,1
499660,Monica Hardy,N,,EUA41,SHA DCT DCUSTOMER SC-BT 51,FR,BUGFRANCE,FRICE,A,508,FRATRS002,CSD,7,DIR,T,,Architecte d'infrastructure,,Pins-Justaret,94.0,2018-05-14,2007-12-17,Autre,FRALIL0001,337,FR SBU Management,202413,Management « Lean »,3,1-Faible,0,0,1,George Rodriguez,1
LPS00137866,Julie Ware,E,I,EUA41,SHA D4B DATA TOURS,FR,BUGFRANCE,FRICE,L,210,FRATRS002,FTE,0,ADM,T,Subcontrac,"Gest., Prestation de services",FRA,Sète,34.0,2021-09-27,2004-08-09,Autre,,355,FR G OUEST LR,201644,Nmap (Network Mapper),0,4-Expert,0,2020,5,Eric Davis,1
LPS00137866,Julie Ware,E,I,EUA41,SHA D4B DATA TOURS,FR,BUGFRANCE,FRICE,L,210,FRATRS002,FTE,0,ADM,T,Subcontrac,"Gest., Prestation de services",FRA,Sète,34.0,2021-09-27,2004-08-09,Autre,,355,FR G OUEST LR,201017,ServiceNow Reporting and Anal,4,1-Faible,0,2020,1,Eric Davis,1
LPS00137866,Julie Ware,E,I,EUA41,SHA D4B DATA TOURS,FR,BUGFRANCE,FRICE,L,210,FRATRS002,FTE,0,ADM,T,Subcontrac,"Gest., Prestation de services",FRA,Sète,34.0,2021-09-27,2004-08-09,Autre,,355,FR G OUEST LR,200914,Flux de travaux,1,2-Bon,0,2023,1,Eric Davis,1
LPS00137866,Julie Ware,E,I,EUA41,SHA D4B DATA TOURS,FR,BUGFRANCE,FRICE,L,210,FRATRS002,FTE,0,ADM,T,Subcontrac,"Gest., Prestation de services",FRA,Sète,34.0,2021-09-27,2004-08-09,Autre,,355,FR G OUEST LR,202262,ELK,2,2-Bon,0,0,5,Eric Davis,1
LPS00137866,Julie Ware,E,I,EUA41,SHA D4B DATA TOURS,FR,BUGFRANCE,FRICE,L,210,FRATRS002,FTE,0,ADM,T,Subcontrac,"Gest., Prestation de services",FRA,Sète,34.0,2021-09-27,2004-08-09,Autre,,355,FR G OUEST LR,200027,Conception interface utilis.,4,2-Bon,0,2020,2,Eric Davis,1
LPS00137866,Julie Ware,E,I,EUA41,SHA D4B DATA TOURS,FR,BUGFRANCE,FRICE,L,210,FRATRS002,FTE,0,ADM,T,Subcontrac,"Gest., Prestation de services",FRA,Sète,34.0,2021-09-27,2004-08-09,Autre,,355,FR G OUEST LR,200575,Adobe Illustrator,2,1-Faible,0,0,1,Eric Davis,1
493453,Ariana Stewart,E,I,EUA41,SHA GIT EMERGING-BT40,FR,BUGFRANCE,FRICE,A,6,FRATRS001,CET,12,ADM,T,Subcontrac,Ingénieur de données,,MONTLOUIS SUR LOIRE,69.0,2022-05-02,2014-03-20,BurCGIdépl,,335,FR Finance,201834,Large Scale Scrum (LeSS),4,2-Bon,0,2023,3,Michael Prince,0
493453,Ariana Stewart,E,I,EUA41,SHA GIT EMERGING-BT40,FR,BUGFRANCE,FRICE,A,6,FRATRS001,CET,12,ADM,T,Subcontrac,Ingénieur de données,,MONTLOUIS SUR LOIRE,69.0,2022-05-02,2014-03-20,BurCGIdépl,,335,FR Finance,202404,Celonis,3,4-Expert,0,0,2,Michael Prince,0
493453,Ariana Stewart,E,I,EUA41,SHA GIT EMERGING-BT40,FR,BUGFRANCE,FRICE,A,6,FRATRS001,CET,12,ADM,T,Subcontrac,Ingénieur de données,,MONTLOUIS SUR LOIRE,69.0,2022-05-02,2014-03-20,BurCGIdépl,,335,FR Finance,201271,WebMethods,1,3-Très bon,0,0,1,Michael Prince,0
493453,Ariana Stewart,E,I,EUA41,SHA GIT EMERGING-BT40,FR,BUGFRANCE,FRICE,A,6,FRATRS001,CET,12,ADM,T,Subcontrac,Ingénieur de données,,MONTLOUIS SUR LOIRE,69.0,2022-05-02,2014-03-20,BurCGIdépl,,335,FR Finance,200248,C,2,0-Aucun,0,2020,1,Michael Prince,0
493453,Ariana Stewart,E,I,EUA41,SHA GIT EMERGING-BT40,FR,BUGFRANCE,FRICE,A,6,FRATRS001,CET,12,ADM,T,Subcontrac,Ingénieur de données,,MONTLOUIS SUR LOIRE,69.0,2022-05-02,2014-03-20,BurCGIdépl,,335,FR Finance,200039,Assurance qualité,0,0-Aucun,0,2020,3,Michael Prince,0
493453,Ariana Stewart,E,I,EUA41,SHA GIT EMERGING-BT40,FR,BUGFRANCE,FRICE,A,6,FRATRS001,CET,12,ADM,T,Subcontrac,Ingénieur de données,,MONTLOUIS SUR LOIRE,69.0,2022-05-02,2014-03-20,BurCGIdépl,,335,FR Finance,201767,WildFly,1,2-Bon,0,0,1,Michael Prince,0
471036,Rhonda Andrews,N,,EUA41,SHA GIT DIGITAL TOURS-BT20,FR,BUGFRANCE,FRICE,L,410,FRAREN002,GMF,13,MGM,R,,Ingénieur DevOps,FRA,COURBEVOIE,49.0,2016-01-18,2016-08-16,Autre,FRACES0001,333,France,201302,Développement première ligne,1,4-Expert,0,2023,5,Tracy Case,2
471036,Rhonda Andrews,N,,EUA41,SHA GIT DIGITAL TOURS-BT20,FR,BUGFRANCE,FRICE,L,410,FRAREN002,GMF,13,MGM,R,,Ingénieur DevOps,FRA,COURBEVOIE,49.0,2016-01-18,2016-08-16,Autre,FRACES0001,333,France,202129,Strat. et politique marketing,4,2-Bon,0,2023,0,Tracy Case,2
471036,Rhonda Andrews,N,,EUA41,SHA GIT DIGITAL TOURS-BT20,FR,BUGFRANCE,FRICE,L,410,FRAREN002,GMF,13,MGM,R,,Ingénieur DevOps,FRA,COURBEVOIE,49.0,2016-01-18,2016-08-16,Autre,FRACES0001,333,France,200396,Flutter,3,4-Expert,0,0,3,Tracy Case,2
471036,Rhonda Andrews,N,,EUA41,SHA GIT DIGITAL TOURS-BT20,FR,BUGFRANCE,FRICE,L,410,FRAREN002,GMF,13,MGM,R,,Ingénieur DevOps,FRA,COURBEVOIE,49.0,2016-01-18,2016-08-16,Autre,FRACES0001,333,France,201764,Adobe Acrobat,2,0-Aucun,0,2023,3,Tracy Case,2
470770,Lisa Cruz,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 30,FR,BUGFRANCE,FRICE,L,508,FRAREN002,CET,13,MGM,T,Apprenti,"DC, Prestation de services",,COURÇAY,69.0,2021-06-14,1998-10-26,BurCGIdépl,,382,FR EUTM OPS,200473,COBOL,4,1-Faible,0,2020,0,Daniel Rhodes,0
470770,Lisa Cruz,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 30,FR,BUGFRANCE,FRICE,L,508,FRAREN002,CET,13,MGM,T,Apprenti,"DC, Prestation de services",,COURÇAY,69.0,2021-06-14,1998-10-26,BurCGIdépl,,382,FR EUTM OPS,202351,Kubernetes,4,4-Expert,0,0,0,Daniel Rhodes,0
470770,Lisa Cruz,N,,EUA41,SHA DCT DCUSTOMER ACA-BT 30,FR,BUGFRANCE,FRICE,L,508,FRAREN002,CET,13,MGM,T,Apprenti,"DC, Prestation de services",,COURÇAY,69.0,2021-06-14,1998-10-26,BurCGIdépl,,382,FR EUTM OPS,201599,Analyse technique,0,2-Bon,0,2023,3,Daniel Rhodes,0
LPS00138875,Erin Phillips,E,,EUA41,SHA GITCORE-BT11,FR,BUGFRANCE,FRICE,L,512,FRAREN002,MGE,91,MGM,R,,Architecte de solutions,,Creil,46.0,2019-03-18,1998-10-05,BurCGIdépl,FRALIL0001,37,France,201050,Architecture en nuage publique,2,0-Aucun,0,2020,0,Stephanie Harrison,0
LPS00138875,Erin Phillips,E,,EUA41,SHA GITCORE-BT11,FR,BUGFRANCE,FRICE,L,512,FRAREN002,MGE,91,MGM,R,,Architecte de solutions,,Creil,46.0,2019-03-18,1998-10-05,BurCGIdépl,FRALIL0001,37,France,201003,Gestion électronique de doc.,1,4-Expert,0,2020,1,Stephanie Harrison,0
