Localisation,COEFF_F212,PROFIL,Nom,Missions_en_cours,Competences,Date_Demarrage,Date_de_fin,Tx_occup,Stream_BT
Mtp,105,Confirmé,Brian Dean,Engie,"Power BI, Azure, BO, Qlik",2025-01-25,2025-06-12,0.8,MSBI
Mtp,105,Confirmé,Brian Dean,La Poste,"Power BI, Azure, BO, Qlik",2025-03-29,2026-02-08,0.2,MSBI
Mtp,105,Confirmé,Brian Dean,DISPO ICE,"Power BI, Azure, BO, Qlik",2026-01-02,2026-05-21,0.8,MSBI
Mtp,105,Confirmé,Brian Dean,Société Générale,"Power BI, Azure, BO, Qlik",2026-03-06,2026-08-21,0.2,MSBI
Mtp,105,Confirmé,Brian Dean,Dalkia,"Power BI, Azure, BO, Qlik",2026-06-08,2027-01-12,0.8,MSBI
Mtp,170,Sénior,Elizabeth Perry,Orange,Cybersecurity,2024-01-02,2024-12-03,0.8,Cloud Azure
Mtp,170,Sénior,Elizabeth Perry,Club Med,Cybersecurity,2024-10-10,2025-03-26,0.2,Cloud Azure
Mtp,170,Sénior,Elizabeth Perry,Bouygues,Cybersecurity,2025-02-07,2025-10-16,0.8,Cloud Azure
Mtp,170,Sénior,Elizabeth Perry,Enedis,Cybersecurity,2025-08-28,2025-12-10,0.2,Cloud Azure
Tours,150,Expert,Jennifer Mccann,congés,MsBI/BO,2024-07-21,2024-08-04,1.0,MSBI
Tours,150,Expert,Jennifer Mccann,Enedis,MsBI/BO,2024-08-05,2025-02-15,0.5,MSBI
Tours,150,Expert,Jennifer Mccann,Bouygues,MsBI/BO,2025-01-05,2025-09-03,0.5,MSBI
Tours,150,Expert,Jennifer Mccann,Orange,MsBI/BO,2025-07-09,2025-12-12,0.5,MSBI
Tours,150,Expert,Jennifer Mccann,Fraikin,MsBI/BO,2025-10-13,2026-06-08,0.5,MSBI
Mtp,170,Junior,Anne Haley,Dalkia,MsBI/BO,2023-11-02,2024-01-01,0.8,DSIA
Mtp,170,Junior,Anne Haley,congés,MsBI/BO,2024-01-02,2024-01-16,1.0,DSIA
Mtp,170,Junior,Anne Haley,BPCE,MsBI/BO,2024-01-17,2024-07-20,0.4,DSIA
Mtp,170,Junior,Anne Haley,La Poste,MsBI/BO,2024-05-26,2024-12-04,0.6,DSIA
Mtp,170,Junior,Anne Haley,Bouygues,MsBI/BO,2024-11-18,2025-02-26,0.4,DSIA
Mtp,170,Junior,Anne Haley,Enedis,MsBI/BO,2025-01-15,2025-10-03,0.6,DSIA
Paris,170,Confirmé,Aaron Perez,Enedis,Talend BD,2024-02-20,2024-07-07,0.5,ODI
Paris,170,Confirmé,Aaron Perez,LVMH,Talend BD,2024-04-19,2024-11-15,0.5,ODI
Paris,170,Confirmé,Aaron Perez,Orange,Talend BD,2024-09-15,2025-05-30,0.5,ODI
Paris,170,Confirmé,Aaron Perez,Dalkia,Talend BD,2025-03-22,2025-05-26,0.5,ODI
Paris,170,Confirmé,Aaron Perez,Société Générale,Talend BD,2025-05-04,2025-05-26,0.5,ODI
Paris,170,Confirmé,Aaron Perez,DISPO ICE,Talend BD,2025-04-25,2025-10-29,0.5,ODI
Paris,170,Confirmé,Aaron Perez,BPCE,Talend BD,2025-09-04,2026-06-17,0.5,ODI
Paris,170,Confirmé,Aaron Perez,Engie,Talend BD,2026-05-22,2026-09-24,0.5,ODI
Tours,170,Sénior,Amber Dudley,La Poste,Talend BD,2024-04-22,2025-03-02,0.2,TALEND
Tours,170,Sénior,Amber Dudley,Dalkia,Talend BD,2025-02-12,2026-02-08,0.8,TALEND
Tours,170,Sénior,Amber Dudley,congés,Talend BD,2026-02-09,2026-02-23,1.0,TALEND
Tours,170,Sénior,Amber Dudley,COVEA,Talend BD,2026-02-24,2026-04-05,1.0,TALEND
Tours,170,Sénior,Amber Dudley,LVMH,Talend BD,2026-02-28,2026-07-06,0.0,TALEND
Tours,105,Confirmé,Carla Parker,Bouygues,MsBI/BO,2023-10-07,2024-04-15,0.5,DSIA
Tours,105,Confirmé,Carla Parker,COVEA,MsBI/BO,2024-01-29,2025-01-13,0.5,DSIA
Tours,105,Confirmé,Carla Parker,Dalkia,MsBI/BO,2024-11-04,2025-07-03,0.5,DSIA
Tours,105,Confirmé,Carla Parker,BPCE,MsBI/BO,2025-06-15,2026-03-09,0.5,DSIA
Tours,105,Confirmé,Carla Parker,LVMH,MsBI/BO,2025-12-30,2026-04-26,0.5,DSIA
Tours,105,Confirmé,Carla Parker,Club Med,MsBI/BO,2026-03-12,2026-12-14,0.5,DSIA
Tours,115,Junior,Jason Mills,Dalkia,Pilotage BT,2024-04-03,2024-06-17,0.2,DSIA
Tours,115,Junior,Jason Mills,La Poste,Pilotage BT,2024-05-30,2024-08-03,0.8,DSIA
Tours,115,Junior,Jason Mills,COVEA,Pilotage BT,2024-05-30,2024-10-12,0.2,DSIA
Tours,115,Junior,Jason Mills,Orange,Pilotage BT,2024-09-21,2025-04-14,0.8,DSIA
Tours,115,Junior,Jason Mills,Bouygues,Pilotage BT,2025-02-05,2025-05-02,0.2,DSIA
Paris,115,Junior,Allison Hart,COVEA,"Talend, Talend BD",2023-10-27,2024-01-31,0.5,Cloud Azure
Paris,115,Junior,Allison Hart,DISPO ICE,"Talend, Talend BD",2023-12-24,2024-08-26,0.5,Cloud Azure
Paris,115,Junior,Allison Hart,Dalkia,"Talend, Talend BD",2024-07-06,2025-03-02,0.5,Cloud Azure
Paris,115,Junior,Allison Hart,congés,"Talend, Talend BD",2025-03-03,2025-03-17,1.0,Cloud Azure
Paris,115,Junior,Allison Hart,Orange,"Talend, Talend BD",2025-03-18,2025-04-08,0.5,Cloud Azure
Mtp,150,Sénior,John Wall,Club Med,DevOps,2023-10-23,2024-03-21,0.2,Cloud Azure
Mtp,150,Sénior,John Wall,Société Générale,DevOps,2024-02-15,2024-11-29,0.8,Cloud Azure
Mtp,150,Sénior,John Wall,Dalkia,DevOps,2024-10-09,2025-03-28,0.2,Cloud Azure
Mtp,150,Sénior,John Wall,LVMH,DevOps,2025-01-17,2025-06-08,0.8,Cloud Azure
Mtp,150,Sénior,John Wall,congés,DevOps,2025-06-09,2025-06-23,1.0,Cloud Azure
Mtp,150,Sénior,John Wall,DISPO ICE,DevOps,2025-06-24,2026-05-18,0.6,Cloud Azure
Mtp,150,Sénior,John Wall,Engie,DevOps,2026-04-05,2026-10-28,0.4,Cloud Azure
Mtp,170,Sénior,Veronica Castillo,Engie,Talend BD,2024-08-07,2024-10-23,0.2,Cloud Azure
Mtp,170,Sénior,Veronica Castillo,Orange,Talend BD,2024-09-11,2025-07-10,0.8,Cloud Azure
Mtp,170,Sénior,Veronica Castillo,Club Med,Talend BD,2025-06-18,2026-04-18,0.2,Cloud Azure
Mtp,170,Sénior,Veronica Castillo,Société Générale,Talend BD,2026-02-21,2026-11-23,0.8,Cloud Azure
Mtp,170,Sénior,Veronica Castillo,Bouygues,Talend BD,2026-09-03,2027-06-18,0.2,Cloud Azure
Mtp,170,Sénior,Veronica Castillo,LVMH,Talend BD,2027-05-16,2028-05-09,0.8,Cloud Azure
Mtp,105,Sénior,Lydia Ortiz,La Poste,"Talend, Talend BD",2023-09-24,2024-07-11,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,Société Générale,"Talend, Talend BD",2024-05-19,2024-09-23,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,Fraikin,"Talend, Talend BD",2024-07-08,2024-09-12,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,DISPO ICE,"Talend, Talend BD",2024-08-28,2024-09-11,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,BPCE,"Talend, Talend BD",2024-07-08,2024-08-27,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,COVEA,"Talend, Talend BD",2024-08-04,2025-03-08,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,LVMH,"Talend, Talend BD",2025-01-11,2025-11-13,0.5,DSIA
Mtp,105,Sénior,Lydia Ortiz,Orange,"Talend, Talend BD",2025-08-25,2025-11-29,0.5,DSIA
Paris,170,Confirmé,Michael Gilbert,DISPO ICE,Azure,2024-07-30,2025-05-05,0.2,MSBI
Paris,170,Confirmé,Michael Gilbert,Fraikin,Azure,2025-03-16,2025-06-24,0.8,MSBI
Paris,170,Confirmé,Michael Gilbert,Dalkia,Azure,2025-04-09,2025-08-07,0.2,MSBI
Mtp,115,Sénior,Allison Jones,COVEA,"Talend, Talend BD",2023-10-11,2023-12-05,0.5,ODI
Mtp,115,Sénior,Allison Jones,Bouygues,"Talend, Talend BD",2023-10-10,2023-10-14,0.5,ODI
Mtp,115,Sénior,Allison Jones,Club Med,"Talend, Talend BD",2023-09-04,2024-08-29,0.5,ODI
Mtp,115,Sénior,Allison Jones,congés,"Talend, Talend BD",2024-08-30,2024-09-13,1.0,ODI
Mtp,115,Sénior,Allison Jones,LVMH,"Talend, Talend BD",2024-09-14,2025-03-20,0.5,ODI
Mtp,115,Sénior,Allison Jones,Fraikin,"Talend, Talend BD",2025-03-01,2025-05-06,0.5,ODI
Tours,150,Sénior,Holly Ballard,Club Med,Azure,2023-12-15,2024-06-14,0.8,MSBI
Tours,150,Sénior,Holly Ballard,BPCE,Azure,2024-04-14,2024-06-17,0.2,MSBI
Tours,150,Sénior,Holly Ballard,La Poste,Azure,2024-05-10,2025-04-03,0.8,MSBI
Tours,150,Sénior,Holly Ballard,Engie,Azure,2025-02-10,2025-03-27,0.2,MSBI
Tours,105,Expert,Arthur Meza,Société Générale,DevOps,2023-10-20,2024-01-23,0.2,Data Management
Tours,105,Expert,Arthur Meza,Engie,DevOps,2023-12-31,2024-07-23,0.8,Data Management
Tours,105,Expert,Arthur Meza,LVMH,DevOps,2024-06-20,2024-11-17,0.2,Data Management
Tours,105,Expert,Arthur Meza,BPCE,DevOps,2024-10-06,2024-11-25,0.8,Data Management
Mtp,115,Sénior,John Gonzales,congés,Pilotage BT,2023-10-27,2023-11-10,1.0,Cloud Azure
Mtp,115,Sénior,John Gonzales,Engie,Pilotage BT,2023-11-11,2023-11-11,0.2,Cloud Azure
Mtp,115,Sénior,John Gonzales,COVEA,Pilotage BT,2023-10-13,2024-07-29,0.8,Cloud Azure
Mtp,115,Sénior,John Gonzales,DISPO ICE,Pilotage BT,2024-05-31,2024-08-23,0.2,Cloud Azure
Mtp,115,Sénior,John Gonzales,Fraikin,Pilotage BT,2024-06-12,2025-03-21,0.8,Cloud Azure
Paris,105,Expert,Tracy Sanders,La Poste,DevOps,2024-07-19,2025-02-18,0.8,Data Integration
Paris,105,Expert,Tracy Sanders,LVMH,DevOps,2025-01-24,2025-12-04,0.2,Data Integration
Paris,105,Expert,Tracy Sanders,Club Med,DevOps,2025-11-03,2026-06-17,0.8,Data Integration
Paris,105,Expert,Tracy Sanders,Orange,DevOps,2026-04-08,2026-04-14,0.2,Data Integration
Paris,105,Expert,Tracy Sanders,BPCE,DevOps,2026-02-05,2026-09-30,0.8,Data Integration
Paris,105,Expert,Tracy Sanders,Fraikin,DevOps,2026-09-06,2027-01-28,0.2,Data Integration
Paris,105,Expert,Tracy Sanders,DISPO ICE,DevOps,2027-01-13,2027-03-06,0.8,Data Integration
Paris,105,Expert,Tracy Sanders,Engie,DevOps,2026-12-21,2027-12-10,0.2,Data Integration
Tours,100,Junior,Eric Huff,Dalkia,Pilotage BT,2024-06-07,2025-01-10,0.8,Data Integration
Tours,100,Junior,Eric Huff,congés,Pilotage BT,2025-01-11,2025-01-25,1.0,Data Integration
Tours,100,Junior,Eric Huff,COVEA,Pilotage BT,2025-01-26,2026-01-14,0.2,Data Integration
Tours,100,Junior,Eric Huff,BPCE,Pilotage BT,2025-12-02,2026-10-20,0.8,Data Integration
Tours,100,Junior,Eric Huff,Fraikin,Pilotage BT,2026-08-14,2027-02-07,0.2,Data Integration
Tours,100,Junior,Eric Huff,LVMH,Pilotage BT,2027-01-08,2027-09-01,0.8,Data Integration
Tours,100,Junior,Eric Huff,Club Med,Pilotage BT,2027-08-07,2028-02-26,0.2,Data Integration
Tours,100,Junior,Eric Huff,Société Générale,Pilotage BT,2028-02-05,2029-01-24,0.8,Data Integration
Mtp,100,Junior,Jacqueline Williams,Club Med,MsBI/BO,2024-05-14,2024-11-19,0.2,DSIA
Mtp,100,Junior,Jacqueline Williams,congés,MsBI/BO,2024-11-20,2024-12-04,1.0,DSIA
Mtp,100,Junior,Jacqueline Williams,Fraikin,MsBI/BO,2024-12-05,2025-07-12,0.4,DSIA
Paris,115,Sénior,Nancy Poole,COVEA,"Informatica stambia, talend, datastage",2024-07-06,2025-04-21,0.8,Data Integration
Paris,115,Sénior,Nancy Poole,BPCE,"Informatica stambia, talend, datastage",2025-02-01,2025-06-10,0.2,Data Integration
Paris,115,Sénior,Nancy Poole,Enedis,"Informatica stambia, talend, datastage",2025-04-23,2026-01-30,0.8,Data Integration
Paris,115,Sénior,Nancy Poole,Société Générale,"Informatica stambia, talend, datastage",2025-11-22,2026-04-03,0.2,Data Integration
Paris,115,Sénior,Nancy Poole,Engie,"Informatica stambia, talend, datastage",2026-03-15,2026-05-12,0.8,Data Integration
Paris,115,Sénior,Nancy Poole,Club Med,"Informatica stambia, talend, datastage",2026-03-27,2026-09-10,0.2,Data Integration
Paris,115,Sénior,Nancy Poole,Bouygues,"Informatica stambia, talend, datastage",2026-07-29,2027-07-02,0.8,Data Integration
Mtp,170,Sénior,Darrell Arroyo,BPCE,Data Ing + Data S.,2023-09-08,2024-03-30,0.8,MSBI
Mtp,170,Sénior,Darrell Arroyo,La Poste,Data Ing + Data S.,2024-02-02,2024-05-11,0.2,MSBI
Mtp,170,Sénior,Darrell Arroyo,COVEA,Data Ing + Data S.,2024-03-03,2025-01-13,0.8,MSBI
Mtp,170,Sénior,Darrell Arroyo,congés,Data Ing + Data S.,2025-01-14,2025-01-28,1.0,MSBI
Paris,115,Junior,Lauren Mcguire,Fraikin,"Power BI, Azure, BO, Qlik",2024-08-24,2024-08-25,0.8,ODI
Paris,115,Junior,Lauren Mcguire,COVEA,"Power BI, Azure, BO, Qlik",2024-07-16,2025-01-17,0.2,ODI
Paris,115,Junior,Lauren Mcguire,congés,"Power BI, Azure, BO, Qlik",2025-01-18,2025-02-01,1.0,ODI
Paris,115,Junior,Lauren Mcguire,LVMH,"Power BI, Azure, BO, Qlik",2025-02-02,2025-10-27,0.2,ODI
Paris,115,Junior,Lauren Mcguire,La Poste,"Power BI, Azure, BO, Qlik",2025-08-28,2026-05-22,0.8,ODI
Paris,115,Junior,Lauren Mcguire,Club Med,"Power BI, Azure, BO, Qlik",2026-04-23,2026-04-26,0.2,ODI
Paris,115,Junior,Lauren Mcguire,Engie,"Power BI, Azure, BO, Qlik",2026-02-17,2026-02-20,0.8,ODI
Mtp,100,Sénior,James Carey,Enedis,"Informatica stambia, talend, datastage",2024-05-30,2024-10-17,0.8,DSIA
Mtp,100,Sénior,James Carey,Dalkia,"Informatica stambia, talend, datastage",2024-08-03,2024-09-23,0.2,DSIA
Mtp,100,Sénior,James Carey,Club Med,"Informatica stambia, talend, datastage",2024-07-11,2024-07-16,0.8,DSIA
Mtp,100,Sénior,James Carey,Engie,"Informatica stambia, talend, datastage",2024-04-29,2024-09-18,0.2,DSIA
Mtp,100,Sénior,James Carey,Bouygues,"Informatica stambia, talend, datastage",2024-08-19,2024-11-15,0.8,DSIA
Mtp,100,Sénior,James Carey,congés,"Informatica stambia, talend, datastage",2024-11-16,2024-11-30,1.0,DSIA
Mtp,100,Sénior,James Carey,COVEA,"Informatica stambia, talend, datastage",2024-12-01,2025-11-11,0.6,DSIA
Mtp,100,Sénior,James Carey,Société Générale,"Informatica stambia, talend, datastage",2025-09-19,2025-12-19,0.4,DSIA
Tours,150,Sénior,Charles Smith,Club Med,UX,2024-03-08,2024-05-19,0.8,Data Management
Tours,150,Sénior,Charles Smith,Engie,UX,2024-03-08,2025-01-18,0.2,Data Management
Tours,150,Sénior,Charles Smith,COVEA,UX,2024-12-21,2025-02-05,0.8,Data Management
Paris,100,Sénior,James Sanchez,COVEA,DevOps,2023-11-03,2024-09-20,0.5,MSBI
Paris,100,Sénior,James Sanchez,congés,DevOps,2024-09-21,2024-10-05,1.0,MSBI
Paris,100,Sénior,James Sanchez,Dalkia,DevOps,2024-10-06,2025-07-02,0.3,MSBI
Paris,100,Sénior,James Sanchez,Bouygues,DevOps,2025-05-15,2025-05-26,0.7,MSBI
Paris,100,Sénior,James Sanchez,La Poste,DevOps,2025-04-09,2025-12-12,0.3,MSBI
Paris,100,Sénior,James Sanchez,Club Med,DevOps,2025-10-27,2026-06-08,0.7,MSBI
Mtp,150,Confirmé,Michael Johnson,Orange,Datastage,2023-12-05,2024-10-14,0.8,ODI
Mtp,150,Confirmé,Michael Johnson,DISPO ICE,Datastage,2024-07-22,2024-08-07,0.2,ODI
Mtp,150,Confirmé,Michael Johnson,BPCE,Datastage,2024-06-02,2024-11-27,0.8,ODI
Mtp,150,Confirmé,Michael Johnson,La Poste,Datastage,2024-09-07,2024-09-18,0.2,ODI
Tours,150,Junior,Jennifer Lambert,Club Med,Pilotage BT,2024-02-07,2024-02-25,0.8,Data Integration
Tours,150,Junior,Jennifer Lambert,Enedis,Pilotage BT,2023-12-23,2024-01-13,0.2,Data Integration
Tours,150,Junior,Jennifer Lambert,congés,Pilotage BT,2024-01-14,2024-01-28,1.0,Data Integration
Tours,150,Junior,Jennifer Lambert,Bouygues,Pilotage BT,2024-01-29,2024-02-23,0.1,Data Integration
Tours,150,Junior,Jennifer Lambert,Orange,Pilotage BT,2023-12-25,2024-01-12,0.9,Data Integration
Tours,150,Junior,Jennifer Lambert,La Poste,Pilotage BT,2023-10-31,2024-01-09,0.1,Data Integration
Mtp,150,Sénior,Brett Vaughn,La Poste,UX,2023-12-19,2024-05-28,0.2,ODI
Mtp,150,Sénior,Brett Vaughn,Club Med,UX,2024-04-27,2024-08-09,0.8,ODI
Mtp,150,Sénior,Brett Vaughn,BPCE,UX,2024-06-20,2024-10-13,0.2,ODI
Mtp,150,Sénior,Brett Vaughn,DISPO ICE,UX,2024-08-13,2025-02-10,0.8,ODI
Mtp,150,Sénior,Brett Vaughn,COVEA,UX,2024-12-10,2025-02-17,0.2,ODI
Mtp,115,Junior,Bryce Horne,LVMH,Cybersecurity,2024-03-26,2024-04-07,0.2,MSBI
Mtp,115,Junior,Bryce Horne,congés,Cybersecurity,2024-04-08,2024-04-22,1.0,MSBI
Mtp,115,Junior,Bryce Horne,Club Med,Cybersecurity,2024-04-23,2024-12-26,0.6,MSBI
Mtp,115,Junior,Bryce Horne,Fraikin,Cybersecurity,2024-11-15,2025-05-10,0.4,MSBI
Mtp,115,Junior,Natalie Stanton,BPCE,Direction de projet,2024-04-17,2024-11-27,0.8,TALEND
Mtp,115,Junior,Natalie Stanton,DISPO ICE,Direction de projet,2024-11-05,2024-12-11,0.2,TALEND
Mtp,115,Junior,Natalie Stanton,Dalkia,Direction de projet,2024-10-14,2025-02-07,0.8,TALEND
Mtp,115,Junior,Natalie Stanton,Enedis,Direction de projet,2025-01-15,2026-01-01,0.2,TALEND
Mtp,115,Junior,Natalie Stanton,Orange,Direction de projet,2025-11-06,2026-03-15,0.8,TALEND
Mtp,100,Expert,Diana Thompson,Club Med,"Power BI, Azure, BO, Qlik",2024-06-27,2024-10-22,0.5,Cloud Azure
Mtp,100,Expert,Diana Thompson,LVMH,"Power BI, Azure, BO, Qlik",2024-08-31,2025-01-18,0.5,Cloud Azure
Mtp,100,Expert,Diana Thompson,La Poste,"Power BI, Azure, BO, Qlik",2024-12-25,2025-09-02,0.5,Cloud Azure
Mtp,100,Expert,Diana Thompson,Société Générale,"Power BI, Azure, BO, Qlik",2025-07-30,2026-02-07,0.5,Cloud Azure
Mtp,100,Expert,Diana Thompson,Bouygues,"Power BI, Azure, BO, Qlik",2026-01-14,2026-04-02,0.5,Cloud Azure
Mtp,100,Expert,Diana Thompson,Fraikin,"Power BI, Azure, BO, Qlik",2026-03-15,2026-11-29,0.5,Cloud Azure
Paris,115,Junior,Gabriel Martin,BPCE,"Power BI, Azure, BO, Qlik",2023-11-27,2024-11-07,0.2,DataViz
Paris,115,Junior,Gabriel Martin,Société Générale,"Power BI, Azure, BO, Qlik",2024-08-27,2025-05-25,0.8,DataViz
Paris,115,Junior,Gabriel Martin,LVMH,"Power BI, Azure, BO, Qlik",2025-04-29,2025-09-29,0.2,DataViz
Paris,115,Junior,Gabriel Martin,La Poste,"Power BI, Azure, BO, Qlik",2025-08-24,2025-12-07,0.8,DataViz
Paris,115,Junior,Gabriel Martin,Dalkia,"Power BI, Azure, BO, Qlik",2025-09-28,2025-11-23,0.2,DataViz
Paris,115,Junior,Gabriel Martin,Fraikin,"Power BI, Azure, BO, Qlik",2025-10-29,2026-06-19,0.8,DataViz
Mtp,105,Junior,Joshua Hudson,Club Med,Pilotage BT,2024-02-29,2024-09-15,0.5,DSIA
Mtp,105,Junior,Joshua Hudson,Engie,Pilotage BT,2024-08-06,2024-11-18,0.5,DSIA
Mtp,105,Junior,Joshua Hudson,COVEA,Pilotage BT,2024-09-29,2025-06-03,0.5,DSIA
Mtp,105,Junior,Joshua Hudson,Dalkia,Pilotage BT,2025-04-11,2026-02-03,0.5,DSIA
Mtp,105,Junior,Joshua Hudson,congés,Pilotage BT,2026-02-04,2026-02-18,1.0,DSIA
Mtp,105,Junior,Joshua Hudson,Enedis,Pilotage BT,2026-02-19,2026-09-25,0.4,DSIA
Mtp,105,Junior,Joshua Hudson,Fraikin,Pilotage BT,2026-07-11,2027-03-19,0.6,DSIA
Mtp,105,Junior,Joshua Hudson,LVMH,Pilotage BT,2027-01-25,2027-11-19,0.4,DSIA
Paris,150,Junior,Melissa Brown,Société Générale,SSIS,2024-01-22,2024-05-21,0.8,MSBI
Paris,150,Junior,Melissa Brown,LVMH,SSIS,2024-03-14,2024-07-24,0.2,MSBI
Paris,150,Junior,Melissa Brown,BPCE,SSIS,2024-06-06,2025-04-06,0.8,MSBI
Paris,150,Junior,Melissa Brown,Engie,SSIS,2025-03-21,2025-08-23,0.2,MSBI
Paris,150,Junior,Melissa Brown,COVEA,SSIS,2025-07-01,2025-07-09,0.8,MSBI
Paris,150,Junior,Melissa Brown,Fraikin,SSIS,2025-05-16,2026-03-18,0.2,MSBI
Paris,150,Junior,Melissa Brown,congés,SSIS,2026-03-19,2026-04-02,1.0,MSBI
Paris,150,Junior,Melissa Brown,Dalkia,SSIS,2026-04-03,2026-10-27,0.6,MSBI
Tours,105,Confirmé,Aaron Beck,La Poste,DevOps,2024-06-16,2025-01-25,0.2,Cloud Azure
Tours,105,Confirmé,Aaron Beck,Club Med,DevOps,2025-01-01,2025-03-14,0.8,Cloud Azure
Tours,105,Confirmé,Aaron Beck,Société Générale,DevOps,2024-12-31,2025-08-22,0.2,Cloud Azure
Tours,105,Confirmé,Aaron Beck,BPCE,DevOps,2025-07-03,2026-06-21,0.8,Cloud Azure
Tours,105,Confirmé,Aaron Beck,LVMH,DevOps,2026-03-31,2026-12-20,0.2,Cloud Azure
Tours,105,Confirmé,Aaron Beck,Orange,DevOps,2026-10-16,2027-03-27,0.8,Cloud Azure
Tours,105,Confirmé,Aaron Beck,Dalkia,DevOps,2027-01-04,2027-02-20,0.2,Cloud Azure
Tours,105,Confirmé,Aaron Beck,DISPO ICE,DevOps,2027-01-15,2027-08-02,0.8,Cloud Azure
Mtp,170,Expert,Brian Vargas,Société Générale,Datastage,2023-09-09,2024-07-16,0.8,Cloud Azure
Mtp,170,Expert,Brian Vargas,COVEA,Datastage,2024-04-24,2024-07-17,0.2,Cloud Azure
Mtp,170,Expert,Brian Vargas,Bouygues,Datastage,2024-06-02,2024-08-30,0.8,Cloud Azure
Mtp,170,Expert,Brian Vargas,LVMH,Datastage,2024-07-20,2024-12-05,0.2,Cloud Azure
Tours,115,Sénior,Katie Thompson,Société Générale,Talend BD,2024-08-02,2024-10-08,0.5,DSIA
Tours,115,Sénior,Katie Thompson,Engie,Talend BD,2024-07-24,2025-01-27,0.5,DSIA
Tours,115,Sénior,Katie Thompson,Orange,Talend BD,2024-11-18,2025-01-23,0.5,DSIA
Tours,115,Sénior,Katie Thompson,La Poste,Talend BD,2024-11-26,2025-10-27,0.5,DSIA
Tours,115,Sénior,Katie Thompson,Enedis,Talend BD,2025-08-31,2026-04-12,0.5,DSIA
Tours,115,Sénior,Courtney Burton,Orange,Pilotage BT,2023-09-13,2024-07-14,0.2,ODI
Tours,115,Sénior,Courtney Burton,congés,Pilotage BT,2024-07-15,2024-07-29,1.0,ODI
Tours,115,Sénior,Courtney Burton,Dalkia,Pilotage BT,2024-07-30,2025-07-08,0.3,ODI
Tours,115,Sénior,Courtney Burton,La Poste,Pilotage BT,2025-04-28,2025-06-04,0.7,ODI
Tours,115,Sénior,Courtney Burton,Bouygues,Pilotage BT,2025-04-01,2025-10-17,0.3,ODI
Tours,115,Sénior,Courtney Burton,COVEA,Pilotage BT,2025-09-08,2026-03-01,0.7,ODI
Tours,170,Sénior,Misty Barker,congés,SAS,2023-11-08,2023-11-22,1.0,ODI
Tours,170,Sénior,Misty Barker,Orange,SAS,2023-11-23,2024-07-27,0.9,ODI
Tours,170,Sénior,Misty Barker,La Poste,SAS,2024-06-10,2025-05-27,0.1,ODI
Tours,170,Sénior,Misty Barker,Club Med,SAS,2025-04-08,2026-04-04,0.9,ODI
Tours,170,Sénior,Misty Barker,Dalkia,SAS,2026-02-05,2026-06-06,0.1,ODI
Tours,170,Sénior,Misty Barker,DISPO ICE,SAS,2026-03-15,2026-03-22,0.9,ODI
Tours,170,Sénior,Misty Barker,Engie,SAS,2026-03-07,2026-08-02,0.1,ODI
Tours,170,Sénior,Misty Barker,COVEA,SAS,2026-05-24,2026-10-14,0.9,ODI
Paris,170,Sénior,Aaron Martin,LVMH,SAS,2024-08-12,2025-07-27,0.2,Cloud Azure
Paris,170,Sénior,Aaron Martin,COVEA,SAS,2025-06-09,2025-08-17,0.8,Cloud Azure
Paris,170,Sénior,Aaron Martin,Enedis,SAS,2025-06-14,2026-04-06,0.2,Cloud Azure
Tours,105,Confirmé,Brandon Lewis,Fraikin,"Informatica stambia, talend, datastage",2024-07-30,2025-02-22,0.8,Data Integration
Tours,105,Confirmé,Brandon Lewis,congés,"Informatica stambia, talend, datastage",2025-02-23,2025-03-09,1.0,Data Integration
Tours,105,Confirmé,Brandon Lewis,Bouygues,"Informatica stambia, talend, datastage",2025-03-10,2026-01-10,0.5,Data Integration
Tours,105,Confirmé,Brandon Lewis,Société Générale,"Informatica stambia, talend, datastage",2025-11-21,2026-02-17,0.5,Data Integration
Paris,105,Expert,Jaclyn Mccormick,Orange,Direction de projet,2024-01-20,2024-03-16,0.8,DataViz
Paris,105,Expert,Jaclyn Mccormick,Dalkia,Direction de projet,2024-01-06,2024-12-09,0.2,DataViz
Paris,105,Expert,Jaclyn Mccormick,COVEA,Direction de projet,2024-09-19,2025-01-11,0.8,DataViz
Paris,105,Expert,Jaclyn Mccormick,LVMH,Direction de projet,2024-12-17,2025-01-20,0.2,DataViz
Mtp,115,Expert,Nathan Harris,Club Med,MsBI/BO,2023-08-30,2024-06-09,0.5,DSIA
Mtp,115,Expert,Nathan Harris,La Poste,MsBI/BO,2024-05-11,2025-03-13,0.5,DSIA
Mtp,115,Expert,Nathan Harris,Dalkia,MsBI/BO,2025-02-13,2025-02-28,0.5,DSIA
Mtp,115,Expert,Nathan Harris,Orange,MsBI/BO,2025-01-04,2025-04-05,0.5,DSIA
Mtp,115,Expert,Nathan Harris,Engie,MsBI/BO,2025-02-26,2026-02-16,0.5,DSIA
Paris,150,Confirmé,Carolyn Fry,LVMH,Cybersecurity,2024-05-08,2025-01-08,0.5,TALEND
